Rank,Name,Platform,Genre,Year,Publisher
15246,GunParade Orchestra: Midori no Shou,PS2,Adventure,2006.0,Sony Computer Entertainment
15247,Shooter: Starfighter Sanvein,PS,Shooter,2000.0,Midas Interactive Entertainment
15248,Jewel Master: Cradle Of Rome 2,DS,Puzzle,2011.0,Rising Star Games
15249,Sakura Wars 1 & 2,PSP,Strategy,2006.0,Sega
15250,Kao Challengers,PSP,Platform,2005.0,Atari
15251,Brave: The Video Game,DS,Action,2012.0,Disney Interactive Studios
15252,Order of War,PC,Strategy,2009.0,Square Enix
15253,Terminator 3: The Redemption,GC,Shooter,2004.0,Atari
15254,Painkiller,PC,Shooter,2004.0,DreamCatcher Interactive
15255,Date A Live: Arusu Install,PS3,Adventure,2014.0,Compile Heart
15256,Canimal Triple,PSV,Misc,2014.0,Warner Bros. Interactive Entertainment
15257,Tengen Toppa Gurren-Lagann,DS,Action,2007.0,Konami Digital Entertainment
15258,Sugoi Hebereke,SNES,Fighting,1994.0,Sunsoft
15259,Pebble Beach Golf Links,SAT,Sports,1994.0,Sega
15260,Spider-Man: Web of Shadows,PC,Action,2008.0,Activision
15261,Dakar 2: The World's Ultimate Rally,XB,Racing,2003.0,Acclaim Entertainment
15262,Jelly Belly: Ballistic Beans,Wii,Puzzle,2009.0,Zoo Digital Publishing
15263,PopCap Hits!,X360,Misc,2011.0,PopCap Games
15265,Higurashi Daybreak Portable Mega Edition,PSP,Adventure,2009.0,Alchemist
15266,Dragon's Lair,DS,Platform,2010.0,Destineer
15267,Shinken de Watashi ni Koi Shinasai! R,PS3,Action,2012.0,Minato Station
15268,Whiteout,PS2,Racing,2002.0,Konami Digital Entertainment
15269,Shiratsuyu no Kai,PSP,Adventure,2013.0,Idea Factory
15270,Dungeon Defenders,PC,Role-Playing,2011.0,Unknown
15271,Final Fantasy XIV: Heavensward,PS3,Action,2015.0,Square Enix
15272,Sniper Elite V2,WiiU,Shooter,2013.0,505 Games
15273,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,Simulation,2008.0,fonfun
15274,XGRA: Extreme G Racing Association,GC,Racing,2003.0,Acclaim Entertainment
15275,Command & Conquer: The First Decade,PC,Strategy,2006.0,Electronic Arts
15276,Thomas & Friends: Hero of the Rails,Wii,Misc,2010.0,Unknown
15277,Taito Legends 2,PS2,Misc,2006.0,Empire Interactive
15278,World Championship Poker featuring Howard Lederer: All In,Wii,Misc,2006.0,505 Games
15279,Kill.Switch,GBA,Shooter,2004.0,Zoo Digital Publishing
15280,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,Adventure,2010.0,Idea Factory
15281,Jinsei Game Wii,Wii,Misc,2007.0,Takara Tomy
15282,Heavy Fire: The Chosen Few 3D,3DS,Shooter,2011.0,Mastiff
15283,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,Misc,2008.0,Benesse
15284,Hyakka Hyakurou: Sengoku Ninpoujou,PSV,Adventure,2016.0,D3Publisher
15285,Jake Hunter: Detective Chronicles,DS,Adventure,2008.0,Aksys Games
15286,Gekka Ryouran Romance,PSP,Adventure,2011.0,Idea Factory
15287,Don Bradman Cricket 14,PS3,Sports,2014.0,Tru Blu Entertainment
15288,Guess the Logos,XB,Puzzle,2004.0,Sega
15289,Ore no Yome: Anata Dake no Hanayome,X360,Adventure,2010.0,Idea Factory
15290,Crime Scene,DS,Adventure,2009.0,Nobilis
15291,Military History: Commander - Europe at War,PSP,Strategy,2009.0,Slitherine Software
15292,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,Misc,1996.0,Sonnet
15293,Final Approach 2: 1st Priority,PS2,Adventure,2008.0,Princess Soft
15294,Stormrise,PC,Strategy,2009.0,Sega
15295,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,Adventure,2016.0,5pb
15296,Moujuutsukai to Oujisama: Snow Bride,PS2,Adventure,2011.0,Idea Factory
15297,Detective Jinguuji Saburo: Ronde Revenge,3DS,Action,2012.0,Arc System Works
15298,Casper: Spirit Dimensions,GC,Platform,2002.0,TDK Mediactive
15299,Meitantei Evangelion,PS2,Adventure,2007.0,Broccoli
15300,Tsuyo Kiss 2 Portable,PSP,Adventure,2010.0,NetRevo
15301,Butt-Ugly Martians: Zoom or Doom!,PS2,Racing,2002.0,Vivendi Games
15302,Mar Heaven: Karudea no Akuma,DS,Role-Playing,2006.0,Konami Digital Entertainment
15303,F1 2016 (Codemasters),PC,Racing,2016.0,Codemasters
15304,Brain Dead 13,PS,Adventure,1996.0,Coconuts Japan
15305,Spider-Man 3,PC,Platform,2007.0,Activision
15306,Robotics;Notes,X360,Adventure,2012.0,5pb
15307,Hoppie,DS,Platform,2011.0,Jack of All Games
15308,Rugby League Team Manager 2015,PC,Action,2015.0,Alternative Software
15309,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,Misc,2007.0,Tecmo Koei
15310,The Lord of the Rings Online: Mines of Moria,PC,Role-Playing,2008.0,Codemasters Online
15311,T.A.C. Heroes : Big Red One,DS,Strategy,2010.0,Storm City Games
15312,War Leaders: Clash of Nations,PC,Strategy,2009.0,CDV Software Entertainment
15313,Dungeons & Dragons: Shadow over Mystara,PS3,Role-Playing,2013.0,Capcom
15314,The King of Fighters NeoWave,XB,Fighting,2006.0,SNK Playmore
15315,Super PickUps,PS2,Racing,2007.0,XS Games
15316,Puzzle Quest: Challenge of the Warlords,PSP,Puzzle,2007.0,D3Publisher
15317,Aquanaut's Holiday,PS,Adventure,1995.0,Sony Computer Entertainment
15318,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,Adventure,2007.0,Marvelous Interactive
15320,Hot 'n' Cold,DS,Action,2009.0,Majesco Entertainment
15321,Nisenochigiri,PSP,Adventure,2010.0,Idea Factory
15322,Wakeboarding Unleashed Featuring Shaun Murray,GBA,Sports,2003.0,Aspyr
15323,The Testament of Sherlock Holmes,X360,Adventure,2012.0,Focus Home Interactive
15324,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,Action,2002.0,Takara
15325,Last Escort,PS2,Adventure,2006.0,D3Publisher
15326,Meikyuu Cross Blood: Reloaded,X360,Action,2011.0,Unknown
15327,Livly Garden,DS,Simulation,2010.0,Marvelous Interactive
15329,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,Role-Playing,2011.0,Starfish
15330,Commando: Steel Disaster,DS,Shooter,2008.0,Lexicon Entertainment
15331,Aria: The Natural ~Tooi Yume no Mirage~,PS2,Adventure,2006.0,Alchemist
15332,Hellgate: London,PC,Role-Playing,2007.0,Electronic Arts
15333,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,Fighting,2008.0,Marvelous Interactive
15334,The Awakened Fate Ultimatum,PS3,Role-Playing,2014.0,Nippon Ichi Software
15335,Gal Gun,PS3,Shooter,2012.0,Alchemist
15336,Chuck E. Cheese's Super Collection,Wii,Action,2011.0,UFO Interactive
15337,Hakuouki: Yuugi Roku DS,DS,Adventure,2011.0,Idea Factory
15338,Mystery Tales 2: The Spirit Mask,DS,Puzzle,2011.0,Unknown
15339,Kung Fu Panda: Showdown of Legendary Legends,3DS,Action,2015.0,Little Orbit
15340,Shonen Jump's Shaman King: Master of Spirits 2,GBA,Role-Playing,2005.0,Konami Digital Entertainment
15341,Dead Rising,PS4,Action,2016.0,Capcom
15342,Homefront: The Revolution,PC,Shooter,2016.0,Deep Silver
15343,Toki no Kizuna: Hanayui Tsuzuri,PSP,Adventure,2013.0,Idea Factory
15344,The Technomancer,XOne,Role-Playing,2016.0,Focus Home Interactive
15345,Rinne no Lagrange: Kamogawa Days,PS3,Adventure,2012.0,Namco Bandai Games
15346,TOCA Race Driver 3,PC,Racing,2006.0,Codemasters
15347,Airport Simulator,PC,Simulation,2011.0,Unknown
15348,Casper's Scare School: Spooky Sports Day,Wii,Sports,2009.0,Blast! Entertainment Ltd
15349,Code R,SAT,Adventure,1998.0,Quintet
15350,The Idolmaster: Gravure For You! Vol.8,PS3,Action,2012.0,Namco Bandai Games
15351,Disney Sports Football,GBA,Sports,2002.0,Unknown
15352,Oil Rush,PC,Strategy,2012.0,Iceberg Interactive
15353,Cabela's Big Game Hunter: Pro Hunts,WiiU,Shooter,2014.0,Activision
15354,Chicken Hunter,DS,Shooter,2007.0,Phoenix Games
15355,Hakuoki: Shinkai - Furi no Shou,PSV,Action,2015.0,Idea Factory
15357,Headhunter: Redemption,XB,Action,2004.0,Sega
15358,Onechanbara Special,PSP,Action,2011.0,D3Publisher
15359,Daikaijuu Battle: Ultra Coliseum,Wii,Fighting,2008.0,Namco Bandai Games
15360,Saki: Achiga-Hen Portable,PSP,Adventure,2013.0,Alchemist
15361,Bella Sara 2 - The Magic of Drasilmare,3DS,Adventure,2013.0,Big Ben Interactive
15362,Minna de Dokusho: Keatai Shousetsu Desu,PSP,Misc,2008.0,Dorart
15363,Polar Bowler,DS,Sports,2008.0,Mumbo Jumbo
15364,Prehistorik Man,GBA,Platform,2001.0,THQ
15365,F1 2002,GBA,Racing,2002.0,"Destination Software, Inc"
15366,Chicago Enforcer,XB,Shooter,2005.0,Kemco
15367,Jinguuji Saburou DS: Akai Chou,DS,Adventure,2010.0,Arc System Works
15368,Dance Dance Revolution Extra Mix,PS,Simulation,2001.0,Konami Digital Entertainment
15369,UnchainBlades EXXiV,PSP,Role-Playing,2012.0,FuRyu
15370,Princess Isabella: A Witch's Curse,Wii,Adventure,2010.0,Destineer
15371,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,Adventure,2008.0,Namco Bandai Games
15372,The Legend of Heroes: Trails in the Sky Third Chapter,PSV,Role-Playing,2016.0,Nihon Falcom Corporation
15373,Pippa Funnell: Ranch Rescue,Wii,Adventure,2007.0,Ubisoft
15374,Jewel Link: Galactic Quest,DS,Action,2012.0,Avanquest Software
15375,Super Bowling,N64,Sports,1999.0,Athena
15376,Rat Attack!,N64,Puzzle,2000.0,Mindscape
15377,Kawaii Koinu DS 3,DS,Simulation,2010.0,MTO
15378,Chuugen no Hasha: Sangoku Shouseiden,PSP,Strategy,2006.0,Namco Bandai Games
15379,Chevrolet Camaro: Wild Ride,DS,Racing,2010.0,Storm City Games
15380,The Sims 2: Happy Holiday Stuff,PC,Simulation,2006.0,Electronic Arts
15381,Largo Winch .// Commando Sar,PS,Adventure,2002.0,Ubisoft
15382,Joker no Kuni no Alice: Wonderful Wonder World,PSP,Adventure,2011.0,Quinrose
15383,Cross Treasures,DS,Role-Playing,2009.0,Square Enix
15384,Ruff Trigger: The Vanocore Conspiracy,PS2,Platform,2006.0,Natsume
15385,Silent Bomber,PS,Action,1999.0,Virgin Interactive
15386,Samurai & Dragons,PSV,Action,2012.0,Sega
15387,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,Misc,2015.0,Namco Bandai Games
15388,Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,Role-Playing,2011.0,Starfish
15389,TalkMan,PSP,Misc,2006.0,Sony Computer Entertainment
15390,XGRA: Extreme G Racing Association,XB,Racing,2003.0,Acclaim Entertainment
15391,Uta no * Prince-Sama,PSP,Adventure,2010.0,Broccoli
15392,Ridge Racer Unbounded,PC,Racing,2012.0,Namco Bandai Games
15393,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,Role-Playing,2012.0,Starfish
15394,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,Misc,2006.0,Sega
15395,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,Action,2011.0,Namco Bandai Games
15396,Invizimals: The Resistance,PSV,Role-Playing,2014.0,Sony Computer Entertainment
15397,Anima - Gate of Memories,PS4,Action,2016.0,Avanquest
15398,B-17: Fortress in the Sky,DS,Simulation,2007.0,DSI Games
15399,Mushishi: Amefuru Sato,DS,Simulation,2008.0,Marvelous Interactive
15400,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,Action,2012.0,Comfort
15401,The Legend of Heroes: Trails in the Sky Second Chapter,PS3,Role-Playing,2013.0,Falcom Corporation
15402,Motocross Mania 3,XB,Racing,2005.0,Take-Two Interactive
15403,Psycho-Pass: Mandatory Happiness,PSV,Adventure,2016.0,Nippon Ichi Software
15404,ESPN MLS ExtraTime 2002,GC,Sports,2002.0,Konami Digital Entertainment
15405,Winning Post 7: Maximum 2007,PS2,Sports,2007.0,Tecmo Koei
15406,Resident Evil: Umbrella Corps,PS4,Action,2016.0,Capcom
15407,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,Action,2010.0,Russel
15408,Vitamin R,PSP,Adventure,2013.0,D3Publisher
15409,Fist of the North Star: Ken's Rage 2,WiiU,Fighting,2013.0,Tecmo Koei
15410,Maximum Racing: Crash Car Racer,Wii,Racing,2010.0,Nordic Games
15411,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,Action,2006.0,Atari
15412,Deus Ex: Mankind Divided,PC,Role-Playing,2016.0,Square Enix
15413,Guitar Freaks V2 & DrumMania V2,PS2,Simulation,2006.0,Konami Digital Entertainment
15414,Backyard Baseball '09,PS2,Sports,2008.0,Atari
15415,Puzzle City,DS,Puzzle,2009.0,Destineer
15416,Gakuen K: Wonderful School Days,PSP,Adventure,2014.0,Idea Factory
15417,Worms,X360,Strategy,2007.0,Microsoft Game Studios
15418,RollerCoaster Tycoon World,PC,Simulation,2016.0,Atari
15419,Pastel Chime Continue,PSP,Adventure,2010.0,5pb
15420,Trapped Dead,PC,Strategy,2011.0,Iceberg Interactive
15421,Super Fruit Fall,Wii,Puzzle,2006.0,System 3 Arcade Software
15422,Zwei!!,PSP,Role-Playing,2008.0,Falcom Corporation
15423,Pump It Up: Exceed,XB,Misc,2005.0,Mastiff
15424,Ro-Kyu-Bu! Lost Secret,PSP,Adventure,2013.0,Kadokawa Shoten
15425,CV Casting Voice,PS3,Adventure,2014.0,Namco Bandai Games
15426,Littlest Pet Shop,PC,Simulation,2008.0,Electronic Arts
15427,Net High,PSV,Adventure,2015.0,Marvelous Games
15428,Malice,PS2,Platform,2004.0,Evolved Games
15429,Defendin' De Penguin,DS,Strategy,2008.0,Zushi Games
15430,The Sims 2: Family Fun Stuff,PC,Simulation,2006.0,Electronic Arts
15431,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,Role-Playing,2008.0,Sega
15432,Worldwide Soccer Manager 2007,PC,Sports,2006.0,Sega
15433,Heroes of the Pacific,PC,Simulation,2005.0,Codemasters
15434,Kokoro Connect: Yochi Random,PSP,Action,2012.0,Namco Bandai Games
15435,Tenkai Knights: Brave Battle,3DS,Action,2014.0,Namco Bandai Games
15436,Mount & Blade: Warband,PC,Role-Playing,2010.0,Paradox Interactive
15437,Horrid Henry: Missions of Mischief,Wii,Adventure,2010.0,SouthPeak Games
15438,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,Puzzle,2012.0,Focus Multimedia
15439,Painkiller: Hell & Damnation,X360,Shooter,2013.0,Nordic Games
15440,Resident Evil Zero,PC,Action,2016.0,Capcom
15441,Warship Gunner 2 Portable,PSP,Simulation,2009.0,Tecmo Koei
15442,Nervous Brickdown,DS,Puzzle,2007.0,Eidos Interactive
15443,Downtown Nekketsu Jidaigek,3DS,Action,2015.0,Arc System Works
15444,Mini Ninjas,PC,Action,2009.0,Eidos Interactive
15445,Legend of Kay Anniversary,PS4,Action,2015.0,Nordic Games
15446,NHL 09,PC,Sports,2008.0,Electronic Arts
15447,Spanish for Everyone!,DS,Puzzle,2007.0,Activision
15448,Battle Princess of Arcadias,PS3,Role-Playing,2013.0,Nippon Ichi Software
15449,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,Strategy,2015.0,Tecmo Koei
15450,Germany's Next Topmodel 2011,Wii,Simulation,2011.0,7G//AMES
15451,Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,Action,2006.0,Namco Bandai Games
15452,Angelique Retour,PSV,Action,2015.0,Tecmo Koei
15453,Winx Club: Saving Alfea,DS,Action,2014.0,Namco Bandai Games
15454,UFO: Trilogy,PC,Strategy,2007.0,Unknown
15455,Mount & Blade Collection,PC,Role-Playing,2012.0,Paradox Interactive
15456,Car Battler Joe,GBA,Role-Playing,2001.0,Victor Interactive
15457,Vietcong,PC,Shooter,2003.0,Gathering of Developers
15458,StormLover Karen!!,PSP,Adventure,2011.0,D3Publisher
15459,Digimon Rumble Arena 2,XB,Fighting,2004.0,Atari
15460,Steins;Gate: Hiyoku Renri no Darling,PS3,Adventure,2012.0,5pb
15461,Ten Pin Alley 2,Wii,Sports,2008.0,XS Games
15462,Coded Soul: Uke Keigareshi Idea,PSP,Role-Playing,2008.0,Sony Computer Entertainment
15463,Starship Troopers,PC,Shooter,2005.0,Empire Interactive
15464,AIR,PSP,Adventure,2007.0,Prototype
15465,Crysis: Warhead,PC,Shooter,2008.0,Electronic Arts
15466,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,Adventure,2010.0,Alchemist
15467,Dino Dini's Kick Off Revival,PS4,Sports,2016.0,Avanquest
15468,Garfield Gets Real,DS,Action,2009.0,Zushi Games
15469,Mighty No. 9,WiiU,Platform,2016.0,Deep Silver
15470,Atlantic Quest,PC,Puzzle,2011.0,Avanquest
15471,Tycoon City: New York,PC,Strategy,2006.0,Atari
15472,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,Action,2015.0,Namco Bandai Games
15473,Agatha Christie: The ABC Murders,PC,Adventure,2016.0,Microids
15474,Virtua Pro Football,PS2,Sports,2006.0,Sega
15475,Date-A-Live Twin Edition: Rio Reincarnation,PSV,Action,2015.0,Compile Heart
15476,Adidas Power Soccer 98,PS,Sports,1998.0,Psygnosis
15477,Natsuiro High School: Seishun Hakusho,PS4,Action,2015.0,D3Publisher
15478,Black Rose Valkyrie,PS4,Role-Playing,2016.0,Idea Factory
15480,Heroes VS,PSP,Fighting,2013.0,Namco Bandai Games
15481,Kazoku Keikaku,PSP,Adventure,2010.0,CyberFront
15482,Sotsugyou II: Neo Generation Special,3DO,Simulation,1995.0,Imageworks
15483,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,Shooter,2009.0,Activision
15484,Agatha Christie's The ABC Murders,PS4,Adventure,2016.0,Microids
15485,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,Action,2011.0,Ubisoft
15486,Aoishiro,PS2,Adventure,2008.0,Success
15487,Rainbow Islands Revolution,DS,Platform,2005.0,Rising Star Games
15488,"Warhammer 40,000: Dawn of War: Soulstorm",PC,Strategy,2008.0,THQ
15489,Virtual Kasparov,GBA,Strategy,2002.0,Titus
15490,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,Platform,2005.0,Global Star
15491,Dynasty Warriors 8: Empires,PSV,Action,2015.0,Tecmo Koei
15492,Mary King's Riding School,DS,Simulation,2008.0,Ghostlight
15493,Devil Survivor: Over Clock,3DS,Strategy,2015.0,Atlus
15494,PC Engine Best Collection: Tengai Makyou Collection,PSP,Role-Playing,2008.0,Hudson Soft
15495,Commandos 3: Destination Berlin,PC,Strategy,2003.0,Eidos Interactive
15496,Otoko Yukaku,PSV,Action,2015.0,D3Publisher
15497,Speed Kings,GC,Racing,2003.0,Acclaim Entertainment
15498,Spirits and Demons: 5 Game Pack,PC,Misc,2015.0,Focus Multimedia
15499,Rose to Tasogare no Kojou,PSV,Action,2016.0,Nippon Ichi Software
15500,Army Rescue,Wii,Shooter,2009.0,UFO Interactive
15501,Azada,3DS,Puzzle,2012.0,Licensed 4U
15502,ESPN MLS ExtraTime 2002,XB,Sports,2002.0,Konami Digital Entertainment
15503,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,Misc,2010.0,Karin Entertainment
15504,Dreamer Series: Horse Trainer,DS,Simulation,2008.0,DreamCatcher Interactive
15505,Hogs of War,PS,Strategy,2000.0,Infogrames
15506,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,Fighting,2007.0,Marvelous Interactive
15507,Muchi Muchi Pork & Pink Sweets,X360,Shooter,2011.0,Cave
15508,Point Blank 3,PS,Shooter,2000.0,Namco Bandai Games
15509,Meiji Toukyou Renka,PSP,Adventure,2013.0,Broccoli
15510,Sengoku Basara: Sanada Yukimura-Den,PS3,Action,2016.0,Capcom
15511,Hakuoki: Shinkai - Hana no Shou,PSV,Adventure,2016.0,Idea Factory
15512,Mushihimesama,X360,Action,2012.0,Cave
15513,Uru: Ages Beyond Myst,PC,Adventure,2003.0,Ubisoft
15514,Higurashi no Naku Koro ni: Jan,PSP,Misc,2009.0,AQ Interactive
15515,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,Action,2012.0,Idea Factory
15516,Elvandia Story,PS2,Role-Playing,2007.0,Spike
15517,Triggerheart Excelica Enhanced,PS2,Shooter,2009.0,Alchemist
15518,Puzzle Star Sweep,PS,Puzzle,1997.0,Midas Interactive Entertainment
15519,Battle Spirits: Kiseki no Hasha,PSP,Role-Playing,2009.0,Namco Bandai Games
15520,X-Plane 10 Global,PC,Simulation,2013.0,Aerosoft
15521,Chrysler Classic Racing,DS,Racing,2008.0,Zoo Games
15522,The Conveni 4,PS2,Simulation,2006.0,Hamster Corporation
15523,The Cheetah Girls,GBA,Misc,2006.0,Disney Interactive Studios
15524,Charlie's Angels,GC,Action,2003.0,Ubisoft
15525,WRC 2: FIA World Rally Championship,PC,Racing,2011.0,Ubisoft
15526,uDraw Studio: Instant Artist,X360,Misc,2011.0,THQ
15527,Seitokai no Ichizon: DS-suru Seitokai,DS,Adventure,2010.0,Kadokawa Shoten
15528,Teenage Mutant Ninja Turtles Double Pack,GBA,Action,2006.0,Konami Digital Entertainment
15529,Prism Ark: Awake,PS2,Adventure,2008.0,5pb
15530,Rozen Maiden: Duellwalzer,PS2,Adventure,2006.0,Taito
15531,Rugby 06,XB,Sports,2006.0,Electronic Arts
15532,Marvel Avengers: Battle for Earth,X360,Action,2012.0,Ubisoft
15533,Winter Blast: 9 Snow & Ice Games,Wii,Sports,2010.0,Destineer
15534,Natsuiro High School: Seishun Hakusho,PS3,Action,2015.0,D3Publisher
15535,Kamen Rider: Battride War II,WiiU,Action,2014.0,Namco Bandai Games
15536,Shrek / Shark Tale Game Boy Advance Video,GBA,Misc,2006.0,Hasbro Interactive
15537,Urban Chaos: Riot Response,XB,Shooter,2006.0,Eidos Interactive
15538,Ginga Fukei Densetsu: Sapphire,TG16,Shooter,1995.0,Hudson Soft
15539,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,Action,2007.0,Marvelous Interactive
15540,The Mummy,GBA,Action,2002.0,Ubisoft
15541,Guitar Freaks V3 & DrumMania V3,PS2,Simulation,2007.0,Konami Digital Entertainment
15542,The Talos Principle,PS4,Puzzle,2015.0,Devolver Digital
15543,The Crow: City of Angels,PS,Action,1997.0,Acclaim Entertainment
15544,Legendary,PC,Shooter,2008.0,Atari
15545,Snow Portable,PSP,Adventure,2007.0,Prototype
15546,Poyo Poyo Kansatsu Nikki,3DS,Action,2012.0,IE Institute
15547,Jinsei Game DS,DS,Misc,2006.0,Atlus
15548,Guitar Freaks & DrumMania: Masterpiece Gold,PS2,Simulation,2007.0,Konami Digital Entertainment
15549,Broken Sword: The Sleeping Dragon,XB,Adventure,2003.0,THQ
15550,Reversal Challenge,DS,Misc,2009.0,Tommo
15551,Wild West Shootout,Wii,Shooter,2010.0,Unknown
15552,Miyako,PSP,Adventure,2010.0,Idea Factory
15553,Motto NUGA-CEL!,PSP,Adventure,2010.0,Idea Factory
15554,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,Strategy,2007.0,Konami Digital Entertainment
15555,11eyes: CrossOver,PSP,Adventure,2010.0,5pb
15556,Super Dodge Ball,NG,Sports,1995.0,Technos Japan Corporation
15557,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,Adventure,2015.0,dramatic create
15558,Gon: BakuBakuBakuBaku Adventure,3DS,Action,2012.0,Namco Bandai Games
15559,Style Book: Junior City,DS,Misc,2006.0,Namco Bandai Games
15560,Amatsumi Sora ni! Kumo no Hatate ni,PSV,Adventure,2015.0,Prototype
15561,Garfield's Nightmare,DS,Platform,2007.0,Game Factory
15562,Earth Seeker,Wii,Role-Playing,2011.0,Kadokawa Shoten
15563,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,Action,2015.0,Arc System Works
15564,Lovely x Cation 1 & 2,PSV,Action,2015.0,5pb
15565,Barbie as the Princess and the Pauper,GBA,Adventure,2004.0,Vivendi Games
15566,Blood Bowl: Legendary Edition,PC,Sports,2010.0,Focus Home Interactive
15567,Tantei Opera: Milky Holmes,PSP,Adventure,2010.0,Unknown
15568,Pirates of the Burning Sea,PC,Role-Playing,2008.0,Koch Media
15569,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,Misc,2016.0,Namco Bandai Games
15570,Mary King's Riding School 2,Wii,Simulation,2009.0,Midas Interactive Entertainment
15571,Micro Machines V4,PSP,Racing,2006.0,Codemasters
15572,Entaku no Seito: The Eternal Legend,PSP,Role-Playing,2012.0,Kadokawa Games
15573,New Atelier Rorona: Hajimari no Monogatari,3DS,Action,2015.0,Tecmo Koei
15574,WorldShift,PC,Strategy,2009.0,Playlogic Game Factory
15575,The Crew: Wild Run,PC,Action,2015.0,Ubisoft
15576,Casper's Scare School: Spooky Sports Day,DS,Sports,2009.0,Blast! Entertainment Ltd
15577,7 Roses: A Darkness Rises,PC,Misc,2015.0,Avanquest Software
15578,My Hero: Doctor,DS,Action,2009.0,Majesco Entertainment
15579,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,Role-Playing,2007.0,Sega
15580,Bakumatsu Rock: Ultra Soul,PSV,Misc,2014.0,Marvelous Interactive
15581,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,Action,2010.0,Takara Tomy
15583,Elf Bowling 1 & 2,DS,Sports,2005.0,Ignition Entertainment
15584,Niko Puchi Girls Runway,3DS,Misc,2015.0,Happinet
15585,MotoGP 14,PSV,Racing,2014.0,Milestone S.r.l.
15586,Bomberman 2,DS,Puzzle,2008.0,Hudson Soft
15587,Arabians Lost: The Engagement on Desert,PS2,Adventure,2007.0,Prototype
15588,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,Simulation,2010.0,Square Enix
15589,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,Role-Playing,2010.0,Namco Bandai Games
15590,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,Misc,2007.0,Gakken
15591,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,Action,2010.0,Namco Bandai Games
15592,Peggle Nights,PC,Puzzle,2008.0,PopCap Games
15593,Starry ? Sky: After Summer,PSP,Misc,2013.0,Asgard
15594,Puzzle Guzzle,PSP,Puzzle,2007.0,DHM Interactive
15595,ESPN NFL Primetime 2002,XB,Sports,2002.0,Konami Digital Entertainment
15596,Gallop Racer Inbreed,PS2,Sports,2006.0,Tecmo Koei
15597,Myth Makers: Super Kart GP,Wii,Racing,2007.0,Popcorn Arcade
15598,Red Ninja: End of Honor,XB,Action,2005.0,Vivendi Games
15599,Ketsui: Kizuna Jigoku Tachi Extra,X360,Shooter,2010.0,5pb
15600,Frisbee Disc Freestyle / Frisbee Disc Golf,DS,Sports,2007.0,DSI Games
